20429686301387,225041
20432062056226,60709
20435623681717,53666
20439176914846,123999
20441612354715,56708
20445185722323,86624
20448549707846,66958
20450987964064,66791
20453426949071,66666
20455858724473,167000
20458240246554,58750
20462923566809,146041
20465279652917,54541
20467564974636,125124
20469905104955,62333
20474687998312,63750
20478233429590,82917
20480680451826,69458
20487966909139,66708
20493897219864,91374
20497406817573,116124
20500901129907,89541
20505652356699,212875
20511711665533,312291
20511824499304,59625
20516497138987,60292
20518863367383,64583
20528473977225,45916
20530859729714,61458
20535683073646,49667
20539342335807,140583
