20430907192442,100749
20433281794741,62583
20438038762952,54500
20440404807390,59875
20444032374805,137208
20457074659278,80166
20460652409426,71958
20464145056849,129750
20468700685368,82083
20472337555063,122458
20477031644372,122167
20479458039580,80083
20483083629556,121916
20485524117892,67791
20489180521325,66541
20491472807942,122749
20496202815194,97041
20499681413321,236874
20503284051640,78416
20508070019176,63958
20510491764105,63625
20514084289960,257583
20520009307726,91250
20522444539841,63584
20524847882550,69708
20527274817012,69750
20529665840700,77875
20533259510095,63083
20538117759095,57125
20540558690450,75666
20542986375535,55834
