19002993012573,60417
19009009183407,697206
19017437919782,153666
19019809107031,72833
19024619497971,87791
19026949675660,88666
19029335732686,699956
19034031259418,138000
19036364729722,108874
19041038275227,577707
19048076068779,802206
19054044415981,108333
19058917370698,416499
19067343668258,58458
19069780533678,782664
19072162228550,68375
19077980018564,381624
19081586675043,303666
19083968981913,69166
19086417979215,74959
19087700745029,384499
19092478757897,165916
19094749701341,120041
19097095754775,128792
19103030523365,57500
