18997068514663,754414
18999446528719,75708
19001785685598,109041
19005362544289,79249
19007789051775,65583
19010172036686,109417
19012623454364,277374
19015057327778,67958
19018609316611,296582
19020972593775,78083
19023396910065,66250
19025791869232,90041
19028169524824,652415
19031670095653,71083
19035192205254,61291
19038717025346,113792
19043354463706,523707
19045705726291,506541
19050433126181,101000
19052804337250,159250
19055275553529,64292
19057682864451,90999
19060178450492,724748
19062512834543,102417
19064907718335,112458
19067344748963,194750
19068632180889,128083
19070942279594,90541
19073214202368,137666
19075590050132,87125
19080381782961,73792
19086419855251,93958
19086533667962,100499
19088853098015,68124
19091282467456,65500
19098262586843,747206
19100631221295,126583
19104242342970,119416
19106684127250,127708
19107941943763,48833
