28803533271526,4044697
28804835173140,1545496
28805511138891,42875
28806185599229,89083
28806822068977,298375
28808162135307,860123
28808835718190,250500
28809507628537,59791
28810131829697,501207
28810804756415,1919869
28811474351603,152500
28811475174558,119333
28812102323335,2655117
28812676359733,3203533
28813322824116,4019405
28813997812203,404040
28814660720369,95458
28815332151384,668227
28816001959362,126167
28816673903542,3829655
28817343718395,851831
28819966566065,53250
28820635250338,345249
28821310940173,120458
28821979831112,174416
28822610534836,877622
28823936368501,162250
28825946472725,105125
28827272031266,1909119
28828601230171,176166
28829271672064,103667
28829942591997,53583
28830605957787,51375
28831268183413,91166
28832600828224,156041
28833936274402,2625284
28835280874218,2360076
28835930570883,197416
28836593257716,611498
28837263542734,3832322
28837932684423,558539
28838598798537,225291
28840281625645,623498
28841960790180,195333
28843638406720,397041
28844270935479,72291
28844939406962,718790
28845574603796,114208
28846230628400,71500
28847902939915,423832
28848569379487,131042
28849870761269,38709
28850542888198,676864
28852223956603,88208
28853562470744,63124
28854230357556,147999
28854899905098,43375
28855561187580,2756117
28855562059863,61041
28856344274208,99166
28857601988159,54625
28858219226783,65791
28858834605670,103833
28859472994628,849414
28860138154421,117750
28860762964787,912456
28861436453768,57333
28862063092202,63000
28862733577195,3525031
28863988353328,59375
28864659047537,3224616
28865285312416,143042
28866573627305,1991744
28867837510778,170791
28867837595823,96250
28867946446484,625748
28868614620850,771164
28869283467490,727998
28869861999288,126416
28870483562366,84167
