18998277737880,53792
19000614802685,62542
19004153597612,140291
19006561642755,65291
19011400738409,78333
19013838632349,239166
19016259087026,98500
19022174664950,66833
19026949788493,69000
19030498554266,112583
19032840269212,67791
19037537677273,421540
19039883854498,91916
19042194997741,127041
19044518449949,76583
19046905463722,179292
19049251260032,112042
19051616619409,72333
19056495304193,308374
19061351500709,95624
19063680449193,102917
19066113474457,98208
19067455090726,692373
19069780852385,176958
19074387795834,110708
19076780634590,105125
19079200735642,75791
19082744856470,79958
19085189243035,122166
19090054678024,124708
19092479510729,286666
19093641651810,53000
19095928103542,63750
19099425906880,110291
